credit card nite chaile koto income kora lagbe shei shomporke jante chacchi,2.0
what are the ways of rechaging my phone from  bank account,5.0
ami 35 hajar taka proti mashe income korle ki amake credit card dibe?,2.0
how do I top up,5.0
amar credit card er pichone kto khoroch hobe bochore?,1.0
dear sir what is the credit card interest charge,4.0
How much is the yearly bill for credit card?,1.0
credit card nite monthly income koto lage ei info lagbe,2.0
proti mashe koto taka pele credit card nite parbo shei info lagbe,2.0
"amar credit card ase ekta, kto katbe year e?",1.0
Can I get the facility of BRAC Bank's credit card?,3.0
fee koto lagbe deya credit card er jonno?,1.0
sir please tell me how much do u charge for monthly Credit Card interest,4.0
Do you need any useful documents to take a credit card?,6.0
how much interest rate do u chrg on Credit Card,4.0
subidha ki pabo apnader credit card nile,3.0
"Want to take cards, what are the facilities?",3.0
What to do if I take the credit card of BRAC?,6.0
"Take a credit card, take any thing?",6.0
Ami ki ki facilities pabo from credit card?,3.0
int rate koto for Credit Card,4.0
please tell me what is th intrest chrg of Credit Card,4.0
monthly koto income hole credit card nite parbo?,2.0
proti bochor koto khorch hoy credt card e?,1.0
Do you need to have the necessary documents to get a credit card?,6.0
"credit card lagbe, beton koto howa lagbe?",2.0
ur credit card what is d monthly interest charge,4.0
"Take the classic card, what is the benefit?",3.0
"I have a credit card, what amount do I have to pay per yaer?",1.0
plz inform what is your credit card monthly interest rate,4.0
What documents will be needed for credit card?,6.0
What kind of stuff should I take to get the credit card of BRAC?,6.0
what is the minimum salary for getting a credit card?,2.0
credit card er yearly fee kemon pore?,1.0
"Want to take cards, what is the facility?",3.0
credit card monthly intrest charg,4.0
khoroch koto credit card e?,1.0
please help me to recharge my phone from my bank balance,5.0
What paper for the credit card?,6.0
Do you have any necessary paper to get credit card?,6.0
Do you have any necessary paperwork to get a credit card?,6.0
What advantages do I get from BRAC Bank's credit card?,3.0
mashe koto pele credit card tulte parbo?,2.0
credit card er charge koto kemne janbo?,1.0
What is the credit card offer?,3.0
Tell me about the income needed per month for credit card,2.0
kindly tell me how much do u charge monthly of Credit Card,4.0
credit card cost per year?,1.0
how mcuh do u charge monthly for credit card,4.0
"If I want a credit card, how much monthly income do I need to show?",2.0
may i know hw much interest rate do u charge Credit Card,4.0
credit card er jonno income koto lage bolte parben ki?,2.0
What is the offer available on your signature credit card now?,3.0
Tell me about the income required for credit card,2.0
mashik ay koto lage credit card er jonno ei tottho koi pabo?,2.0
apnara card a ki shubidha den,3.0
Is there any annual fee for credit card?,1.0
Help me to flexiload my fon with my bank balance,5.0
Brac bank credit card interest rate koto,4.0
apnader credit card nile what type facility pabo,3.0
Which items should be credited for a credit card?,6.0
"hi, if i take credit card what is monthly interest bill",4.0
ki kagos potro dekhate hobe credit card near jonno?,6.0
"Take credit card, what is the offer?",3.0
Credit Card interest charge kto mnthly,4.0
Credit Card er interest rate kato,4.0
What do you have to bring a credit card?,6.0
interest koto charge koren Credit Carde,4.0
Apnader credit er jonno amake ki document joma dite hobe?,6.0
credit card nile koto tk dite hoy bosor e?,1.0
How much do you charge for credit card?,1.0
"Platinum cards, what are the benefits?",3.0
What kind of facility do you credit card?,3.0
Credit Card interest percenteg koto,4.0
tumi amake amar bank balance  theke recharge kore dao,5.0
camon subidha paba apnader credit card nile,3.0
What things will you do to open credit cards?,6.0
amr income 40000 hole ki credit card pabo?,2.0
plz tell me how hw much interest rate Credit Card do u charge,4.0
credit card yearly costing,1.0
tumi amar bank account theke phone e taka bhore dao,5.0
ami amar phon e taka recharge korte chai,5.0
"Want to take credit card, what are the benefits?",3.0
amar beton koto hole credit card nite parbo?,2.0
rate koto Credit Card ar,4.0
credit card er interest rate ta ki jante pari,4.0
wht is th interest charge Cradit Card,4.0
I got to flexi my phone now,5.0
"If you have to take credit card from you, which paper will come?",6.0
amar phone e taka bhore dao bank balan theke,5.0
What are the benefits of your credit card?,3.0
ami cai tumi amar phone e taka fleksi kore dai,5.0
What documents will you take for taking credit card?,6.0
aponader carder rate koto,4.0
plzz tell me interest rate of ur credit card,4.0
Credit Card monthly interst koto katven,4.0
koto deya lagbe credit card er jonne ei i nfo din plz,1.0
"Get the classic card, what is the facility?",3.0
carder monthly interest kata ashe,4.0
annual charging for credit card?,1.0
ki ki shubida ase apnader card nile,3.0
help me doing top up my phone,5.0
Credit Card mashik sud koto bolun,4.0
ektu recharge kore den amar phone e,5.0
"credit card nitam, monthly interst koto",4.0
how can i chk interest charges for Credit Card,4.0
Where can I find the info regarding the charge for credit card?,1.0
Kono documents lagbe ki credit card nite?,6.0
bill per yaer for credit card?,1.0
ki ki benfit pabo apnader credit card a,3.0
"ami credit card nile, bochore kto dibo?",1.0
ami amar mobile ta recharge korte chaitesi,5.0
Is thr any need of papers for crdt card?,6.0
tell how do i know monthly credit card interest charge,4.0
want to know Credit Card monthly interest charge,4.0
how do I flexi to my phone from Islami bank account,5.0
what is your monthly interest charges for credit card,4.0
i have to know the Credit Card monthly interest charge,4.0
"amar credit card lagbe, boshore cost kemon?",1.0
wanna know interest rate of Credit Card,4.0
"need credit card, how much i hv to pay for interest",4.0
koto katbe bosore credit card er jonno?,1.0
subidha ki ki pawa jay aponader card nile,3.0
card nile what type subidha pabo,3.0
Credit Card shud koto,4.0
I want to flexiload my mobile from bank balanc,5.0
how much should someone earn to get a credit card?,2.0
amar beton thik ache kina kemne bujbo?,2.0
Income needed for credit card,2.0
what is the cost for credit card per year?,1.0
Will you have any necessary documents to take credit card?,6.0
What to do when you open a credit card?,6.0
What is the benefit of card?,3.0
"When you have to take a credit card from you, what will come to the noticeer?",6.0
I want info regarding credit card fee,1.0
apnader credit card a ki ki shubidha dan,3.0
Can you let me know what documents I need for a credit card?,6.0
year fee koto credit card er jonno?,1.0
Do you have any documents to open credit cards?,6.0
do you know monthly credit card interest charges,4.0
subida ki ki pete pari apnader card nile,3.0
annual fee information regarding credit card,1.0
apnader card er interest koto jante pari,4.0
"Cards, what are the benefits available?",3.0
please inform how much monthly credit card interest charge,4.0
what is the monthy amount needed for having a credit card?,2.0
boss card er monthly interesst charge koto,4.0
do you know monthly  Credit Card interest bill,4.0
What benefits do I get to the credit card of BRAC Bank?,3.0
plz let know what is your mnthly interest rate charge of Credit Card,4.0
"credit card nite cai, koto taka beton hote hobe?",2.0
"I want a credit card, what should be my income?",2.0
khoroch kemn ashbe crdit card er jonno bochore?,1.0
credit card nimu interest charge bol,4.0
Which paper do you take for the credit card of BRAC Bank?,6.0
benifir ki ki ase apnader credit car a,3.0
how much is the credit card bill annually ?,1.0
"Take a classic card, what is the facility?",3.0
Are there any papers to submit for a credit card?,6.0
credit card nile koto fee dite hobe year e,1.0
wht is d mnthly interest chrgge of ur Credit Card,4.0
suder har kata Credit Card e,4.0
amar beton credit card er jonno thik ase kina kibhabe janbo?,2.0
"If you want to receive your credit card, any documents will be submitted?",6.0
credit card e bochore cost koto deya lage?,1.0
"Take credit card, what is the facility?",3.0
Give me info about credit card annual cost,1.0
amar phone e top up kore den,5.0
I need help about the information about how much income is necessary for a credit card.,2.0
Am I need to submt any papers for crdt card?,6.0
amar monthly income koto dekhaite parle credit card dibe?,2.0
i want to know the monthly interest charge of Credit Card,4.0
tell me about interest rate of brac bank credit card,4.0
apnader Credit Cardinterest rate koto,4.0
"i need a credit card, how much income must I must show?",2.0
please tell me how much Credit Card interest rate do you charge,4.0
Credit Card mashik interest koto bolun,4.0
baya interest koto credit card er,4.0
bochore koto taka dile crdit card nite parbo?,1.0
"I get low wage per month, is it possible to have a credit card?",2.0
What benefits do I get from the credit card of BRAC Bank?,3.0
amar credit card er jonno ay koto hoite hoy ei info koi pabo?,2.0
what is ur interest charges on Credit Card,4.0
what is d monthly interest of your Credit Card,4.0
"Take a credit card, no paperwork?",6.0
"ami jodi credit card nite chai, tahole mash e koto kamate hobe?",2.0
Credit card nile ki kono papers lagbe?,6.0
Do you have any useful stuff to take a credit card?,6.0
Credit Card interest rate ko,4.0
What are the necsary documnts for a crdit card?,6.0
monthly koto interest deta hobe apnadar k Credit Card a,4.0
year e koto tk dile credit card nite parbo?,1.0
Apnader credit card er required documents ki ki?,6.0
i have to know Credit Card monthly interest rate,4.0
Ki ante hobe credit card near jonno?,6.0
amar mobile e bank balance theke flexi kore dao,5.0
apnaderCredit Card interest rate kata,4.0
tumi amar bank balance theke phone richarge kore dai,5.0
use my benk balanc to recharge my phon,5.0
annual cost if I get a credit card,1.0
bochore koto nea hobe credit card er jonno?,1.0
"I don't have enough income, how can I get a credit card?",2.0
What documents will you submit to open a credit card account?,6.0
What to do if you can take BRAC credit card?,6.0
Which items will you submit to open a credit card account?,6.0
"Sir, can you please richarge my phone?",5.0
How are the benefits of card nay?,3.0
r u tell me what interest rate Credit Card,4.0
"hi, can you tel lme how much do u charge Credit Card monthly interest",4.0
What to do if you want to take the credit card of BRAC?,6.0
facility ki ki pabo from credit card,3.0
credit card nimu interest koto,4.0
what should be the income for getting a credit card?,2.0
credit card nile what type benefit pabo,3.0
Anything you have to do to open a credit card?,6.0
Will you be required to take credit card for credit card?,6.0
apnader Credit Card interest ta ki jante pari,4.0
"Want to take a card, what will the benefit?",3.0
Credit Card monthly intarest rate,4.0
What documents do you need to take credit card?,6.0
"Get the signature card, what is the offer?",3.0
yearly payment for credit card per year?,1.0
Help me with recharging my phone with my current bank account,5.0
ki ki subida credit kard er,3.0
let me know about brac bank credit card monthly interest,4.0
amar income koto dekhaite parle credit card dibe?,2.0
how to chekc monthly interest charges of ur Credit Card,4.0
ami credit card banale bochore koto dite hobe?,1.0
amar proti mashe salary koto hoile credit card nite parbo?,2.0
amake ki credit card er khoroch niye janano jabe?,1.0
Credit Card interest rate jante chai,4.0
What is your annual charge for credit Cards?,1.0
What are the offers available on your Platinum Credit Card now?,3.0
shubidha ki ki ase apnader credit card er,3.0
ki ki subidha pwa jabe apnader credit card nile,3.0
What are the benefits of Gold Card?,3.0
bochor e credit card er khoroch koto ashe?,1.0
ki ki subida kard er,3.0
How do I recharge from my savings account,5.0
interest rate koto charge koren Credit Card,4.0
Hello can u recharge my ohone,5.0
Credit Card a interset koto katven,4.0
credit card er fee koto dite hobe bochore?,1.0
please let me know what is the Credit Card mnthly interesst chrg,4.0
bochore koto kore kata hoy credit card e?,1.0
koto taka deya lagbe credit card e,1.0
card nile ki fasility pabo,3.0
what amount is deducted per year for credit card?,1.0
Which documents will you take for the credit card of BRAC Bank?,6.0
plz tell what is d monthly Credit Card interest,4.0
top up has to be done,5.0
card er interest rate ganaben piliz,4.0
ami amar phone e taka recharge korte chai,5.0
credit Crad fee information needed,1.0
Credit card er jonno ki ki document lage?,6.0
What kind of documents should I collect for taking BRAC's credit card?,6.0
"I get 50000 as salary per month, can I get a credit card?",2.0
What is the offer for your platinum credit card now?,3.0
monthly salary needed for credit card,2.0
credit card er jonno koto tk lage deya bochore?,1.0
shuder rate koto Credit Card er,4.0
Do I need to submit any documents for a credit card?,6.0
credit card charge information,1.0
What are the benefits of BRAC Bank credit card?,3.0
Are there any neccessery papers to submit for a credit card?,6.0
I want to recharge my phone through my bank account,5.0
credit card chaile koto income hote hobe?,2.0
koto dite hobe credit card er jonno,1.0
charge koto deya lagbe bochore credit card nile?,1.0
"Want to take card, what are the benefits?",3.0
amar phone e flexi korte chai,5.0
Apnader Credit Card er Annual Charge Koto?,1.0
plz tell me what is your mnthly intrst charges for credit card,4.0
tell me monthly Credit Card interest charge,4.0
Credit Card a aponader shuder har kato,4.0
credit carder mashik sud koto bhai,4.0
plz tell how much interest rate do u chrg fr Credit Card,4.0
mobail ricarge kora jaibo,5.0
"Take a card, how is the offer?",3.0
could you provide additional information regarding the income needed for getting a credit card?,2.0
what is the salary range for opening a credit card,2.0
do you have Credit Card interest rate info,4.0
Do you have the necessary documents to take a credit card?,6.0
"hi, interest rate koto charge koren credit card er",4.0
"Get the signature card, what's the offer?",3.0
crdit card e cost lagbe deya koto?,1.0
Do you have any documents for the credit card of BRAC Bank?,6.0
"Want to take BRAC Bank's card, what facilities can be found?",3.0
What are the advantages of classic card nay?,3.0
ki facility pabo credit card er,3.0
credit card er annual charge kto?,1.0
whts ur mnthly intrst charges for credit card,4.0
What are the offers now on your credit card?,3.0
Whc documents you need for a crdt card?,6.0
How much money should I earn for getting a credit card?,2.0
year cost behind credit card per year?,1.0
Which thing will be taken for the credit card of BRAC Bank?,6.0
How can I recharge my mobile from my bank,5.0
card er int rate koto monthly,4.0
"my income is monthly 40000, can I get a credit card with this?",2.0
tell me current monthly int rate of Credit Card,4.0
apnara credit card interest katen koto,4.0
kamon shubidha pabo apnader card nila,3.0
"ami apnader credit card nit chai, ki documents lagbe tar jonno?",6.0
credit card annual charge ?,1.0
how much monthly interest bill plz tell fr Credit Card,4.0
Credit Card er interest rate bol,4.0
"If you want to get your credit card, will you collect any things?",6.0
Which papers you want from me for the credit card?,6.0
how much interst bill monthly come Credit Card,4.0
"If you want to take BRAC's credit card, will you submit any papers?",6.0
do you know about monthly credit card interest rate,4.0
Credit Card interest charge koto ase monthly,4.0
i need support with the info about minimal earning for credit card?,2.0
amar income jodi er cheye kom hoy taile ki amake credit card nite dibe?,2.0
sir may i now how much u charge monthly for credit card,4.0
Let me know the documents for the credit card?,6.0
Do you have any necessary documents to take a credit card?,6.0
can i know  credit card interests rate,4.0
plz tell wht is interest charge of credit card,4.0
"If you want to get your credit card, will you be able to submit something?",6.0
koto kore fee dite hobe bochore credit card er jonno?,1.0
What is the offer now on your signature credit card?,3.0
betob koto hoile credit card banate dibe?,2.0
"Want a credit card, what you need?",6.0
"I need a credit card, what do I have to have?",6.0
How is the card facilities?,3.0
Credit Card how mcuh mothly interst bill comes,4.0
benefit ki ki apnader credit card er,3.0
apni amar mobile e quickly taka bhore den,5.0
koto charge katbe credit card e,1.0
"hellow, plz tell me interest rate Credit Card",4.0
What will you need for the credit card?,6.0
please tell how much monthly do you charge for credit card,4.0
ki ki fasility pabo credit card er,3.0
what is current monthly interest charge of Credit Card,4.0
I need to recharg my phone,5.0
credit card nile what type shubidha pabo,3.0
credit card yealy maintenance fee info,1.0
How much annual fee do I have to pay for credit card?,1.0
koto taka lage bochore credit card er jonn?,1.0
card er monthly intrest kato ase,4.0
amar phone e recharge kore dao,5.0
credit card er charge joto?,1.0
Apnader credit card nite kono documents er dorkar ache ki?,6.0
tell brac bank credit card monthly interest rate,4.0
Recharge my phon through the bank balance,5.0
credit card er jonno koto kore dite hobe bochore?,1.0
amar phone e taka bhore den,5.0
Annual fee for credit card,1.0
What benefits are available on your credit card?,3.0
I need you to recharge my phone from bank balance,5.0
Credit Card interest rate plz,4.0
crdt crd intrest rate?,4.0
sir please tell about interest charges of Credit Card,4.0
What kind of stuff do you have to take from your credit card?,6.0
Credit Card interest rate ta bolun dekhi,4.0
How much is the charge for credit card per year?,1.0
upnadar cradet card ar entarast rata coto,4.0
Credit Card rate age jana vlo bolen to apnadar interest koto,4.0
credit card er barshik khoroch koto?,1.0
joldi amar phon e taka flexi kore dao,5.0
Credit Card a monthly interest kato katben,4.0
What documents you will ask when receiving a credit card?,6.0
amar credit card e bochore koto charge korbe?,1.0
Do I have to bring any papers for credit card?,6.0
"Gold card, what is the offer?",3.0
facility ki ki credit card er,3.0
Who will deposit some of your credit card accounts to open?,6.0
can i know how do u charge intersest fr Credit Card,4.0
amar phone ta flexi korte chai,5.0
please tell how can i check credit card interest rate,4.0
"credit card nitam, interest rate koto",4.0
apnader card er interest rate koto,4.0
mobile recharge korar system bolen,5.0
"hey , interest rate kto Credit Card",4.0
credit card er jonno koto beton lage mashik?,2.0
"credit card lagbe, boshore cost er info chai",1.0
"I need a credit card, what's the charge annually?",1.0
info lagbe credit card er annual fee niyte,1.0
Fee required for crdeit card,1.0
income koto hoile credit card tulte parbo?,2.0
apnder Credit Card interest rate koto,4.0
"Want to take your card, what are the benefits?",3.0
annual bill koto pore credit card e?,1.0
"credit card nibo, mashik shuder rate kato",4.0
how can i be sure if my earning is suitable for getting a credit card?,2.0
What documents will be submitted if you want to take credit card?,6.0
may i know wht is interest charge of Credit Card,4.0
Credit Card interest rate bolo,4.0
What is the facility of credit card?,3.0
Is there any needs of papers for have a card?,6.0
phone recharge kore de bank account theke,5.0
recharge korar system ki phone e,5.0
plz let know how much do you charge for credit card monthly,4.0
Tell me about charge for credit card,1.0
What would you do to open a credit card?,6.0
Which documents do you want to open a credit card?,6.0
What should I do if I open a credit card?,6.0
card interest rate janbo kivabe,4.0
what is your credit card intrst rate,4.0
please recharg my fon from my bank balance,5.0
"Would you like to get a credit card, any things to submit?",6.0
Income requirement to have a credit card,2.0
Credit Card interest charge koto dea lage,4.0
"To get a credit card, what is the monthly income range?",2.0
What are the documents you need to take credit card?,6.0
Which things will you deposit to open a credit card account?,6.0
Credit Card sud kata,4.0
apnara credit card er interest charge koren koto,4.0
facility ki ase apnader card er,3.0
Credit Card interest rate koto monthly,4.0
"Card, can you find the facility?",3.0
how do I do the recharge from my bank,5.0
apnara credit card interest charge koren kamon,4.0
credit card bananor jonno salary koto howa lage?,2.0
camon subida pabo apnder card nila,3.0
Any papers for credit card will be submitted?,6.0
credit card er jonno bochore koto kate?,1.0
What is the benefit of BRAC Bank's credit card?,3.0
hello card er interest rate koto,4.0
credit card nite chai monthly suder har koto,4.0
Credit Card how much interest rate do you charge,4.0
plz tell me how is d monthly Credit Card interest,4.0
Do you want any papers for the card?,6.0
"Want to get a card, can you find the facility?",3.0
bhai interest koto Credit Card er,4.0
aponader credit card er interest rate koto,4.0
bank balance theke recharge kore den amar phone e,5.0
amar bank belance theke mobile recharge kore dao,5.0
credit card nile amr mase interest ktoo dite hobe,4.0
tell me mnthly interest chrges plz of c card,4.0
dear sir please let me know the interest rate of credit crd,4.0
suder har jante cai Credit Card er,4.0
what is ur credit card interest rate,4.0
credit card tulte hole koto tk pawa lage per month?,2.0
please let know how can i know monthly credit card interest charge,4.0
want to know Credit Card monthly interest bill,4.0
"apnader credit card nite chai, interest rate jante chai",4.0
monthly interesst how mch do u charge on Credit Card,4.0
amar bank balance thke flexi korte chai,5.0
credit card nite chai monthly interest koto,4.0
mash e income koto hole credit card neya possible?,2.0
may i know how much Credit Card interest rate do you charge,4.0
Do you have to bring a credit card from you?,6.0
"Can you get the card, what are the facilities available?",3.0
What kind of things will I take for a credit card?,6.0
ami kibhabe mobile recharge korte pari,5.0
Credit Card month interest koto ashe,4.0
amar mobile ye recharge koira den,5.0
card er interest rate jante chai,4.0
"ami credit card nite chai, bochore koto dite hobe?",1.0
amar credit card er jonno kemon khorch porbe bochore?,1.0
amar mobile e flexi korte chai,5.0
Which paper will be taken if you want to take credit card?,6.0
"Take credit card, what are the things you need?",6.0
Give me credit card charge info,1.0
could you please tell me about monthly earning needed for credit card?,2.0
card er sud koto,4.0
What kind of things should I bring in credit card from you?,6.0
income jodi er cheye kom hoy tahole ki ami credit card nite parbo?,2.0
What documents do you want for the card?,6.0
annual koto dite hobe credit card er ?,1.0
sir kindly  let me know the Credit Card interest rate,4.0
where is the information about the earning required for  having a credit card?,2.0
I wanna recharge my phone,5.0
yearly charge koto credit card?,1.0
What documents do you open credit cards?,6.0
"What is the classic card, what are the facilities?",3.0
current monthly interest charges of Credit Card,4.0
"credit card nivo, mashik sud koto",4.0
how is d monthly interest on credit card,4.0
sir how much do u charge monthly for credit card,4.0
credit card er cost ki rokom deya lage per year?,1.0
card er mashik interest koto,4.0
"Want to get your credit card, what things to submit?",6.0
Credit Card a mase sud koto dite hobe,4.0
benifit ki pabo credit card nile,3.0
"credit card nite chai, annual fee koto?",1.0
Credit Card monthly interest kata ase,4.0
What kind of things should I bring in credit card?,6.0
I don't understand what should be the income,2.0
credit card er jonno beton related info koi pabo?,2.0
I need to flexiload 40 tk to my phone,5.0
please let me know interest charge how mcuh on Credit Card,4.0
Any credit card will be credited if you want to take credit card?,6.0
What is your offer now on Platinum Credit Card?,3.0
let me know about credit card interest rate,4.0
"hello sir, credit card er interest rate jante pari",4.0
Can you help me with the information about monthly income for getting a credit card?,2.0
What is the offer available on your Platinum Credit Card?,3.0
Salary needed if i want to open a credit card,2.0
bosore koto lage credit card e?,1.0
"If you want to take a credit card, you have to give something?",6.0
"want to take credit card, can you tell me interest rate charge",4.0
how much do you charge monthly on card,4.0
What is the salary needed for credit card?,2.0
amar mobile recharge kore dao,5.0
Credit Card interest ret koto,4.0
mashik koto income dekhate hobe credit card er jonno?,2.0
ektu blbe sorbocco koto taka recarge korte parbo ami,5.0
"i want to get a credit card, how much do i need to earn per month?",2.0
Credit Card er mnthly interest koto,4.0
ami ki ki facilities pabo from credit card?,3.0
amar credit card er cost koto asbe bochore?,1.0
ki rokom charge kata hoy credit card e?,1.0
amar mobile e top kore den,5.0
sir can you tell me what is the credit card interest charge,4.0
tell me about the required income range for getting a credit card,2.0
yearly interest koto Credit Card er,4.0
credit card er jonno ki tk dite hoy?,1.0
do u tell me monthly interest rate fr  Credit Card,4.0
credit card interest rate jante chai,4.0
how can i know monthly credit card interest charge,4.0
What benefits can I get if I take credit card of BRAC Bank?,3.0
annual charge for credit card?,1.0
What paper do you have to open a credit card?,6.0
credit er card er cost kirokom porbe yearly?,1.0
What do you have to do to get credit cards from you?,6.0
may i know how much Credit Card monthly do you charge for credit card,4.0
is to possible doing flexi from bank account,5.0
What is the advantage of signature card?,3.0
ki subidha ase apnader card nile,3.0
card er rate jante cai,4.0
Which paper will you submit to open a credit card account?,6.0
credit card interest rate piliz,4.0
what is the annual billing for credit card?,1.0
card er interest rate jante cai,4.0
benefit ki ki apnader credit card er,3.0
credit card er jonno koto taka lage?,1.0
Which documents do you want to open a credit card?,6.0
What is the offer for your Gold Credit Card now?,3.0
credit card er jonno salary koto hote hobe?,2.0
Credit Card monthly shud er har koto,4.0
"Gold card, how is the facility?",3.0
Credit Card er interset percentage koto,4.0
cost kto dte hbe credit card e?,1.0
ki re bhai kon na ka rate koto Credit Card er,4.0
wanna know Credit Card interest charge information,4.0
hello please tell monthly interest rate of Credit Card,4.0
hi shuder har koto Credit Card,4.0
apnader shuder haar kata Credit Card a,4.0
For credit card what documents you need?,6.0
pleaze tell how do i know credit card interest charge,4.0
"To open a credit card, what papers should be given?",6.0
bochore koto tk lagbe credit card er jonno?,1.0
What about the cost per year for credit card?,1.0
credit card er interest jante chai,4.0
What paper to open credit card?,6.0
Credit Card rate ta koto bolen dekhi,4.0
may i know the monthly interest charges of ur Credit Card,4.0
need some help with the minimum income requirement,2.0
"I get 45000 wages per month, can I get a credit card?",2.0
quixkly recharge from my bank balance,5.0
"Want to take credit card's credit card, what are the benefits?",3.0
can you give me info if my salary is sufficient for a credit card?,2.0
credit card nile what type facility pabo,3.0
Credit Card interest rate er ki obosta bolen to,4.0
card interest rate jana jabe,4.0
card nimu interest kto,4.0
kindly tell me what is Credit Card monthly interset charge,4.0
Kosna ka interest rate koto Credit Card,4.0
Any papers will be submitted if you want to take a credit card?,6.0
month shesh e koto thakle credit card dibe?,2.0
credit card nite chaile proti mash e koto taka income korte hobe?,2.0
I need u to flexiload my mobile,5.0
beton koto hole credit card neyar upojukto hobo?,2.0
apnader credit card er fee koto,1.0
may i know how much do you charge for credit card monthly,4.0
subida ki pabo apnader card nile,3.0
hw much interest charge on Credit Card,4.0
subida ki apnader credit card nile,3.0
credit card khoroch koto dite hoy every year?,1.0
Credit Card monthly interest jante chai,4.0
credit card er charge kmn?,1.0
tell me monthly interest charges please of credit crd,4.0
credit card neyar jonno income koto hote hobe?,2.0
"want to take new credit card, what is monthly interest",4.0
credit card nile koto taka dite hobe per year?,1.0
credit card er interest rate bol,4.0
credit card er cost kmn porbe year e,1.0
Credit card er Mashik Interest Koto kore ashe?,4.0
may i know how mcuh do u charge monthly for credit card,4.0
"If you want to receive your credit card, what will you collect?",6.0
may i know hw mch interest do you charge on Credit Card,4.0
what is the cost per year for credit card ?,1.0
"Have a card, what are the privileges?",3.0
Credit Card monthly interest koto katven,4.0
"Take a credit card, take any paper?",6.0
credit card er interest rate ta janan,4.0
may i know how to know credit card interest charge,4.0
credit card e koto khoroch lage proti bochor?,1.0
What you asking to submit if I want a credit card?,6.0
subida ki ki pabo card er,3.0
hi apnader Credit Card shuder haar koto,4.0
What documents will be submitted for taking BRAC's credit card?,6.0
do u tell how much interst in hav to give monthly fr  Credit Card,4.0
Tell me about the good enough income range which is needed for credit card,2.0
credit card yearly cost information,1.0
monthly Credit Card interest charge,4.0
yearly fee koto credit card er?,1.0
amake 40 tk mobile recharge kore den,5.0
benefit ki pabo credit card nile,3.0
apnader credit card er interest rate koto jante pari,4.0
Credit Card interest rate janaben plz,4.0
Credit Card monthly interest koto ashe,4.0
What kind of stuff should be submitted for taking credit card?,6.0
Any paperwork for credit card?,6.0
credit crad er khoroch kemon bochore?,1.0
"If you want to take the credit card of BRAC, will I submit?",6.0
subida ki ki pabo from credit card,3.0
credit card er annual khoroch kemon?,1.0
Who will be able to submit a credit card account to you?,6.0
"You want to get your credit card, what documents do you take?",6.0
apnader credit card er interest rate jante chai,4.0
"If you want to open a credit card, do you have any papers?",6.0
how do i know monthly credit card interest charge,4.0
credit card interest rate janbo kivabe,4.0
Provide some info about minimum income required for credit card,2.0
amake 40 tk phone e richarje kore de,5.0
may i know what is the Credit Card mnthly interesst chrg,4.0
crdit card er cost kto porbe?,1.0
pls let know what is interest charge of Credit Card,4.0
"Want to take a card, get the opportunity?",3.0
What will I receive in the favor of BRAC Bank's credit card?,3.0
info din credit card er maintenance fee,1.0
what about interest charges of Credit Card,4.0
Will you take the papers to open the credit card?,6.0
credit card annual billing info,1.0
"Gold card, what's the offer?",3.0
"If you have to take credit card from you, will there be any new documents?",6.0
Get me info about credit card annual bill,1.0
Credit Card interest rate janaben pls,4.0
how mch do brac charge fr credit card mnthly,4.0
annual bill koto pore credit card e?,1.0
what is yearly Credit Card interest rate,4.0
"Want to get your card, what benefits can be found?",3.0
Credit Card interest rate ta tik moto bolun,4.0
tumi aamr phone e taka flexi kore dao,5.0
Credit Card interest rate ki onnora ja nisca apnadar o same,4.0
"If you want to get your credit card, will you be able to submit any stuff?",6.0
I need to recharge my phone,5.0
interest rate charge koren koto Credit Card er,4.0
Which documents do you need for issuing a credit card?,6.0
